"subplot_id","year","speriod","shrub_bio_ttl","shrub_1hr","shrub_10hr","tree_cover_ttl","tree_cvr_JUOS","tree_cvr_PIED","tree_cvr_PIMO","rcode","scode","pcode","ptype","sp_number","treatment","sp_phase"
"JP-ON-GC019","07","001",-530,-305,-328,NA,NA,NA,NA,"JP","ON","G","CP","019","BM","3"
"JP-ON-GC019","08","001",-1160,-370,-513,NA,NA,NA,NA,"JP","ON","G","CP","019","BM","3"
"JP-ON-GC019","09","001",-1407,-580,-736,NA,NA,NA,NA,"JP","ON","G","CP","019","BM","3"
"JP-ON-GC019","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","019","BM","3"
"JP-ON-GC019","12","001",-1227,-743,-820,NA,NA,NA,NA,"JP","ON","G","CP","019","BM","3"
"JP-ON-GC019","16","001",-2426,-1024,-1350,0.6,0.6,0,0,"JP","ON","G","CP","019","BM","3"
"JP-ON-GC022","06","001",0,0,0,11.2,11.2,0,0,"JP","ON","G","CP","022","BM","2"
"JP-ON-GC022","07","001",-1443,-716,-877,NA,NA,NA,NA,"JP","ON","G","CP","022","BM","2"
"JP-ON-GC022","08","001",-2543,-800,-1234,NA,NA,NA,NA,"JP","ON","G","CP","022","BM","2"
"JP-ON-GC022","09","001",-2574,-687,-1207,NA,NA,NA,NA,"JP","ON","G","CP","022","BM","2"
"JP-ON-GC022","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","022","BM","2"
"JP-ON-GC022","12","001",-1306,-790,-862,NA,NA,NA,NA,"JP","ON","G","CP","022","BM","2"
"JP-ON-GC022","16","001",-1768,-926,-1100,0.6,0.6,0,0,"JP","ON","G","CP","022","BM","2"
"JP-ON-GC024","06","001",0,0,0,23.6,23.6,0,0,"JP","ON","G","CP","024","BM","3"
"JP-ON-GC024","07","001",71,78,68,NA,NA,NA,NA,"JP","ON","G","CP","024","BM","3"
"JP-ON-GC024","08","001",256,101,122,NA,NA,NA,NA,"JP","ON","G","CP","024","BM","3"
"JP-ON-GC024","09","001",-453,-195,-241,NA,NA,NA,NA,"JP","ON","G","CP","024","BM","3"
"JP-ON-GC024","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","024","BM","3"
"JP-ON-GC024","12","001",-517,-259,-294,NA,NA,NA,NA,"JP","ON","G","CP","024","BM","3"
"JP-ON-GC024","16","001",-895,-899,-828,0.4,0.4,0,0,"JP","ON","G","CP","024","BM","3"
"JP-ON-GC026","06","001",0,0,0,36,36,0,0,"JP","ON","G","CP","026","BM","3"
"JP-ON-GC026","07","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","026","BM","3"
"JP-ON-GC026","08","001",186,57,100,NA,NA,NA,NA,"JP","ON","G","CP","026","BM","3"
"JP-ON-GC026","09","001",-46,-14,-19,NA,NA,NA,NA,"JP","ON","G","CP","026","BM","3"
"JP-ON-GC026","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","026","BM","3"
"JP-ON-GC026","12","001",-189,-68,-94,NA,NA,NA,NA,"JP","ON","G","CP","026","BM","3"
"JP-ON-GC026","16","001",-1178,-363,-611,0.5,0.5,0,0,"JP","ON","G","CP","026","BM","3"
"JP-ON-GC030","06","001",0,0,0,8.2,8.2,0,0,"JP","ON","G","CP","030","BM","2"
"JP-ON-GC030","07","001",-1921,-711,-929,NA,NA,NA,NA,"JP","ON","G","CP","030","BM","2"
"JP-ON-GC030","08","001",-5110,-1295,-2076,NA,NA,NA,NA,"JP","ON","G","CP","030","BM","2"
"JP-ON-GC030","09","001",-6491,-1763,-2758,NA,NA,NA,NA,"JP","ON","G","CP","030","BM","2"
"JP-ON-GC030","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","030","BM","2"
"JP-ON-GC030","12","001",-4093,-1999,-2321,NA,NA,NA,NA,"JP","ON","G","CP","030","BM","2"
"JP-ON-GC030","16","001",-4674,-1788,-2451,0.5,0.5,0,0,"JP","ON","G","CP","030","BM","2"
"JP-ON-GC031","06","001",0,0,0,7.6,7.6,0,0,"JP","ON","G","CP","031","BM","2"
"JP-ON-GC031","07","001",-1603,-698,-924,NA,NA,NA,NA,"JP","ON","G","CP","031","BM","2"
"JP-ON-GC031","08","001",-1852,-815,-1056,NA,NA,NA,NA,"JP","ON","G","CP","031","BM","2"
"JP-ON-GC031","09","001",-2022,-688,-1023,NA,NA,NA,NA,"JP","ON","G","CP","031","BM","2"
"JP-ON-GC031","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","031","BM","2"
"JP-ON-GC031","12","001",-1225,-614,-748,NA,NA,NA,NA,"JP","ON","G","CP","031","BM","2"
"JP-ON-GC031","16","001",-2167,-1021,-1300,0.7,0.7,0,0,"JP","ON","G","CP","031","BM","2"
"JP-ON-GC033","06","001",0,0,0,30.7,30.7,0,0,"JP","ON","G","CP","033","BM","3"
"JP-ON-GC033","07","001",122,69,74,NA,NA,NA,NA,"JP","ON","G","CP","033","BM","3"
"JP-ON-GC033","08","001",-286,-93,-125,NA,NA,NA,NA,"JP","ON","G","CP","033","BM","3"
"JP-ON-GC033","09","001",-692,-351,-404,NA,NA,NA,NA,"JP","ON","G","CP","033","BM","3"
"JP-ON-GC033","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","033","BM","3"
"JP-ON-GC033","12","001",-882,-364,-477,NA,NA,NA,NA,"JP","ON","G","CP","033","BM","3"
"JP-ON-GC033","16","001",-1227,-908,-957,0.7,0.7,0,0,"JP","ON","G","CP","033","BM","3"
"JP-ON-GC034","06","001",0,0,0,21.5,21.5,0,0,"JP","ON","G","CP","034","BM","3"
"JP-ON-GC034","07","001",-309,-174,-191,NA,NA,NA,NA,"JP","ON","G","CP","034","BM","3"
"JP-ON-GC034","08","001",-756,-250,-341,NA,NA,NA,NA,"JP","ON","G","CP","034","BM","3"
"JP-ON-GC034","09","001",-1047,-511,-592,NA,NA,NA,NA,"JP","ON","G","CP","034","BM","3"
"JP-ON-GC034","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","034","BM","3"
"JP-ON-GC034","12","001",-2333,-1084,-1330,NA,NA,NA,NA,"JP","ON","G","CP","034","BM","3"
"JP-ON-GC034","16","001",-4169,-1345,-2124,0.3,0.3,0,0,"JP","ON","G","CP","034","BM","3"
"JP-ON-MC002","06","001",0,0,0,22.2,22.2,0,0,"JP","ON","M","CP","002","ME","3"
"JP-ON-MC002","07","001",138,36,56,NA,NA,NA,NA,"JP","ON","M","CP","002","ME","3"
"JP-ON-MC002","08","001",0,0,0,NA,NA,NA,NA,"JP","ON","M","CP","002","ME","3"
"JP-ON-MC002","09","001",0,0,0,NA,NA,NA,NA,"JP","ON","M","CP","002","ME","3"
"JP-ON-MC002","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","002","ME","3"
"JP-ON-MC002","12","001",0,0,0,NA,NA,NA,NA,"JP","ON","M","CP","002","ME","3"
"JP-ON-MC002","16","001",0,0,0,0.9,0.9,0,0,"JP","ON","M","CP","002","ME","3"
"JP-ON-MC004","06","001",0,0,0,18.4,18.4,0,0,"JP","ON","M","CP","004","ME","3"
"JP-ON-MC004","07","001",-14,-236,-2,NA,NA,NA,NA,"JP","ON","M","CP","004","ME","3"
"JP-ON-MC004","08","001",-18,-183,-2,NA,NA,NA,NA,"JP","ON","M","CP","004","ME","3"
"JP-ON-MC004","09","001",-44,-247,-17,NA,NA,NA,NA,"JP","ON","M","CP","004","ME","3"
"JP-ON-MC004","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","004","ME","3"
"JP-ON-MC004","12","001",-29,-238,-6,NA,NA,NA,NA,"JP","ON","M","CP","004","ME","3"
"JP-ON-MC004","16","001",-784,-383,-438,0.5,0.5,0,0,"JP","ON","M","CP","004","ME","3"
"JP-ON-MC008","06","001",0,0,0,18.2,18.2,0,0,"JP","ON","M","CP","008","ME","2"
"JP-ON-MC008","07","001",-15,-148,-6,NA,NA,NA,NA,"JP","ON","M","CP","008","ME","2"
"JP-ON-MC008","08","001",-184,-200,-78,NA,NA,NA,NA,"JP","ON","M","CP","008","ME","2"
"JP-ON-MC008","09","001",-186,-194,-84,NA,NA,NA,NA,"JP","ON","M","CP","008","ME","2"
"JP-ON-MC008","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","008","ME","2"
"JP-ON-MC008","12","001",-127,-136,-56,NA,NA,NA,NA,"JP","ON","M","CP","008","ME","2"
"JP-ON-MC008","16","001",-1145,-533,-627,1.2,1.2,0,0,"JP","ON","M","CP","008","ME","2"
"JP-ON-MC015","06","001",0,0,0,23.1,23.1,0,0,"JP","ON","M","CP","015","ME","3"
"JP-ON-MC015","07","001",-12,-116,-6,NA,NA,NA,NA,"JP","ON","M","CP","015","ME","3"
"JP-ON-MC015","08","001",-98,-112,-50,NA,NA,NA,NA,"JP","ON","M","CP","015","ME","3"
"JP-ON-MC015","09","001",-115,-144,-79,NA,NA,NA,NA,"JP","ON","M","CP","015","ME","3"
"JP-ON-MC015","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","015","ME","3"
"JP-ON-MC015","12","001",-173,-159,-110,NA,NA,NA,NA,"JP","ON","M","CP","015","ME","3"
"JP-ON-MC015","16","001",-798,-525,-538,1.8,1.8,0,0,"JP","ON","M","CP","015","ME","3"
"JP-ON-MC016","06","001",0,0,0,31.4,31.4,0,0,"JP","ON","M","CP","016","ME","3"
"JP-ON-MC016","07","001",-5,-80,-2,NA,NA,NA,NA,"JP","ON","M","CP","016","ME","3"
"JP-ON-MC016","08","001",-11,-123,-13,NA,NA,NA,NA,"JP","ON","M","CP","016","ME","3"
"JP-ON-MC016","09","001",-2,-133,-6,NA,NA,NA,NA,"JP","ON","M","CP","016","ME","3"
"JP-ON-MC016","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","016","ME","3"
"JP-ON-MC016","12","001",-66,-42,-45,NA,NA,NA,NA,"JP","ON","M","CP","016","ME","3"
"JP-ON-MC016","16","001",-410,-593,-470,1.1,1.1,0,0,"JP","ON","M","CP","016","ME","3"
"JP-ON-MC018","06","001",0,0,0,1.6,1.6,0,0,"JP","ON","M","CP","018","ME","2"
"JP-ON-MC018","07","001",75,1239,0,NA,NA,NA,NA,"JP","ON","M","CP","018","ME","2"
"JP-ON-MC018","08","001",2404,1686,1727,NA,NA,NA,NA,"JP","ON","M","CP","018","ME","2"
"JP-ON-MC018","09","001",-3046,-1964,-2108,NA,NA,NA,NA,"JP","ON","M","CP","018","ME","2"
"JP-ON-MC018","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","018","ME","2"
"JP-ON-MC018","12","001",-4188,-2740,-2908,NA,NA,NA,NA,"JP","ON","M","CP","018","ME","2"
"JP-ON-MC018","16","001",-5057,-2666,-3194,0.2,0.2,0,0,"JP","ON","M","CP","018","ME","2"
"JP-ON-MC019","06","001",0,0,0,11.7,11.7,0,0,"JP","ON","M","CP","019","ME","1"
"JP-ON-MC019","07","001",-4319,-1607,-2318,NA,NA,NA,NA,"JP","ON","M","CP","019","ME","1"
"JP-ON-MC019","08","001",4254,1729,2387,NA,NA,NA,NA,"JP","ON","M","CP","019","ME","1"
"JP-ON-MC019","09","001",-3489,-1304,-1873,NA,NA,NA,NA,"JP","ON","M","CP","019","ME","1"
"JP-ON-MC019","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","019","ME","1"
"JP-ON-MC019","12","001",-3143,-1196,-1707,NA,NA,NA,NA,"JP","ON","M","CP","019","ME","1"
"JP-ON-MC019","16","001",-3884,-1270,-1956,0,0,0,0,"JP","ON","M","CP","019","ME","1"
"JP-ON-MC021","06","001",0,0,0,17.2,17.2,0,0,"JP","ON","M","CP","021","ME","2"
"JP-ON-MC021","07","001",-375,-816,-197,NA,NA,NA,NA,"JP","ON","M","CP","021","ME","2"
"JP-ON-MC021","08","001",-538,-1078,-249,NA,NA,NA,NA,"JP","ON","M","CP","021","ME","2"
"JP-ON-MC021","09","001",-793,-1313,-507,NA,NA,NA,NA,"JP","ON","M","CP","021","ME","2"
"JP-ON-MC021","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","021","ME","2"
"JP-ON-MC021","12","001",-295,-862,-117,NA,NA,NA,NA,"JP","ON","M","CP","021","ME","2"
"JP-ON-MC021","16","001",-1181,-793,-753,0.7,0.7,0,0,"JP","ON","M","CP","021","ME","2"
"JP-ON-MC024","06","001",0,0,0,10.5,10.5,0,0,"JP","ON","M","CP","024","ME","1"
"JP-ON-MC024","07","001",-5146,-2193,-2745,NA,NA,NA,NA,"JP","ON","M","CP","024","ME","1"
"JP-ON-MC024","08","001",-3298,-1370,-1714,NA,NA,NA,NA,"JP","ON","M","CP","024","ME","1"
"JP-ON-MC024","09","001",-6770,-2175,-3091,NA,NA,NA,NA,"JP","ON","M","CP","024","ME","1"
"JP-ON-MC024","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","024","ME","1"
"JP-ON-MC024","12","001",-4454,-2511,-2808,NA,NA,NA,NA,"JP","ON","M","CP","024","ME","1"
"JP-ON-MC024","16","001",-5840,-2338,-3037,1.7,1.7,0,0,"JP","ON","M","CP","024","ME","1"
"JP-ON-MC025","06","001",0,0,0,17.2,17.2,0,0,"JP","ON","M","CP","025","ME","3"
"JP-ON-MC025","07","001",-961,-372,-478,NA,NA,NA,NA,"JP","ON","M","CP","025","ME","3"
"JP-ON-MC025","08","001",-570,-254,-301,NA,NA,NA,NA,"JP","ON","M","CP","025","ME","3"
"JP-ON-MC025","09","001",772,272,361,NA,NA,NA,NA,"JP","ON","M","CP","025","ME","3"
"JP-ON-MC025","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","025","ME","3"
"JP-ON-MC025","12","001",-483,-232,-269,NA,NA,NA,NA,"JP","ON","M","CP","025","ME","3"
"JP-ON-MC025","16","001",-900,-469,-541,1,1,0,0,"JP","ON","M","CP","025","ME","3"
"JP-ON-MC028","06","001",0,0,0,26.4,26.4,0,0,"JP","ON","M","CP","028","ME","3"
"JP-ON-MC028","07","001",-5,-142,-1,NA,NA,NA,NA,"JP","ON","M","CP","028","ME","3"
"JP-ON-MC028","08","001",-6,-207,0,NA,NA,NA,NA,"JP","ON","M","CP","028","ME","3"
"JP-ON-MC028","09","001",-123,-178,-53,NA,NA,NA,NA,"JP","ON","M","CP","028","ME","3"
"JP-ON-MC028","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","028","ME","3"
"JP-ON-MC028","12","001",-54,-146,-25,NA,NA,NA,NA,"JP","ON","M","CP","028","ME","3"
"JP-ON-MC028","16","001",-1819,-912,-1068,1.3,1.3,0,0,"JP","ON","M","CP","028","ME","3"
"JP-ON-MC032","06","001",0,0,0,22.1,22.1,0,0,"JP","ON","M","CP","032","ME","3"
"JP-ON-MC032","07","001",-81,-13,-25,NA,NA,NA,NA,"JP","ON","M","CP","032","ME","3"
"JP-ON-MC032","08","001",72,12,20,NA,NA,NA,NA,"JP","ON","M","CP","032","ME","3"
"JP-ON-MC032","09","001",-44,-4,-11,NA,NA,NA,NA,"JP","ON","M","CP","032","ME","3"
"JP-ON-MC032","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","032","ME","3"
"JP-ON-MC032","12","001",0,0,0,NA,NA,NA,NA,"JP","ON","M","CP","032","ME","3"
"JP-ON-MC032","16","001",0,0,0,1.3,1.3,0,0,"JP","ON","M","CP","032","ME","3"
"JP-ON-MC033","06","001",0,0,0,24.6,24.6,0,0,"JP","ON","M","CP","033","ME","2"
"JP-ON-MC033","07","001",1732,751,953,NA,NA,NA,NA,"JP","ON","M","CP","033","ME","2"
"JP-ON-MC033","08","001",-2448,-956,-1274,NA,NA,NA,NA,"JP","ON","M","CP","033","ME","2"
"JP-ON-MC033","09","001",-3492,-1323,-1818,NA,NA,NA,NA,"JP","ON","M","CP","033","ME","2"
"JP-ON-MC033","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","033","ME","2"
"JP-ON-MC033","12","001",-2838,-1284,-1622,NA,NA,NA,NA,"JP","ON","M","CP","033","ME","2"
"JP-ON-MC033","16","001",-7135,-2578,-3774,1.8,1.8,0,0,"JP","ON","M","CP","033","ME","2"
"JP-ON-MC034","06","001",0,0,0,6.2,6.2,0,0,"JP","ON","M","CP","034","ME","1"
"JP-ON-MC034","07","001",8233,4626,5370,NA,NA,NA,NA,"JP","ON","M","CP","034","ME","1"
"JP-ON-MC034","08","001",-9958,-4134,-5535,NA,NA,NA,NA,"JP","ON","M","CP","034","ME","1"
"JP-ON-MC034","09","001",13472,4936,7225,NA,NA,NA,NA,"JP","ON","M","CP","034","ME","1"
"JP-ON-MC034","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","034","ME","1"
"JP-ON-MC034","16","001",-6282,-4130,-4491,0.4,0.4,0,0,"JP","ON","M","CP","034","ME","1"
"JP-ON-MC036","06","001",0,0,0,11.8,11.8,0,0,"JP","ON","M","CP","036","ME","1"
"JP-ON-MC036","07","001",-4532,-1984,-2463,NA,NA,NA,NA,"JP","ON","M","CP","036","ME","1"
"JP-ON-MC036","08","001",-5284,-1656,-2385,NA,NA,NA,NA,"JP","ON","M","CP","036","ME","1"
"JP-ON-MC036","09","001",-6986,-2240,-3447,NA,NA,NA,NA,"JP","ON","M","CP","036","ME","1"
"JP-ON-MC036","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","036","ME","1"
"JP-ON-MC036","12","001",-4959,-2922,-3271,NA,NA,NA,NA,"JP","ON","M","CP","036","ME","1"
"JP-ON-MC036","16","001",-9665,-3775,-5266,0,0,0,0,"JP","ON","M","CP","036","ME","1"
"JP-ON-MC038","06","001",0,0,0,16.4,16.4,0,0,"JP","ON","M","CP","038","ME","2"
"JP-ON-MC038","07","001",-1499,-797,-918,NA,NA,NA,NA,"JP","ON","M","CP","038","ME","2"
"JP-ON-MC038","08","001",-2002,-750,-1022,NA,NA,NA,NA,"JP","ON","M","CP","038","ME","2"
"JP-ON-MC038","09","001",-2640,-1060,-1384,NA,NA,NA,NA,"JP","ON","M","CP","038","ME","2"
"JP-ON-MC038","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","038","ME","2"
"JP-ON-MC038","12","001",-5964,-2427,-3234,NA,NA,NA,NA,"JP","ON","M","CP","038","ME","2"
"JP-ON-MC038","16","001",-4134,-2159,-2575,0.5,0.5,0,0,"JP","ON","M","CP","038","ME","2"
"JP-ON-MC039","06","001",0,0,0,12.5,12.5,0,0,"JP","ON","M","CP","039","ME","2"
"JP-ON-MC039","07","001",-1033,-484,-581,NA,NA,NA,NA,"JP","ON","M","CP","039","ME","2"
"JP-ON-MC039","08","001",-1315,-599,-731,NA,NA,NA,NA,"JP","ON","M","CP","039","ME","2"
"JP-ON-MC039","09","001",-2075,-798,-1058,NA,NA,NA,NA,"JP","ON","M","CP","039","ME","2"
"JP-ON-MC039","10","001",0,0,0,0,0,0,0,"JP","ON","M","CP","039","ME","2"
"JP-ON-MC039","12","001",-1871,-830,-1046,NA,NA,NA,NA,"JP","ON","M","CP","039","ME","2"
"JP-ON-MC039","16","001",-2619,-1367,-1660,0.8,0.8,0,0,"JP","ON","M","CP","039","ME","2"
"JP-SC-BC001","06","001",0,0,0,50.3,50.3,0,0,"JP","SC","B","CP","001","FI","3"
"JP-SC-BC001","07","001",136,92,93,NA,NA,NA,NA,"JP","SC","B","CP","001","FI","3"
"JP-SC-BC001","08","001",0,0,0,NA,NA,NA,NA,"JP","SC","B","CP","001","FI","3"
"JP-SC-BC001","09","001",0,0,0,NA,NA,NA,NA,"JP","SC","B","CP","001","FI","3"
"JP-SC-BC001","10","001",0,0,0,0,0,0,0,"JP","SC","B","CP","001","FI","3"
"JP-SC-BC001","13","001",-2,-9,-6,NA,NA,NA,NA,"JP","SC","B","CP","001","FI","3"
"JP-SC-BC001","17","001",-116,-162,-88,4.5,4.5,0,0,"JP","SC","B","CP","001","FI","3"
"JP-SC-BC004","06","001",0,0,0,31,28.2,2.8,0,"JP","SC","B","CP","004","FI","2"
"JP-SC-BC004","07","001",-490,-329,-393,NA,NA,NA,NA,"JP","SC","B","CP","004","FI","2"
"JP-SC-BC004","08","001",0,0,0,NA,NA,NA,NA,"JP","SC","B","CP","004","FI","2"
"JP-SC-BC004","09","001",0,0,0,NA,NA,NA,NA,"JP","SC","B","CP","004","FI","2"
"JP-SC-BC004","10","001",-19,-26,-21,0,0,0,0,"JP","SC","B","CP","004","FI","2"
"JP-SC-BC004","13","001",-69,-46,-38,NA,NA,NA,NA,"JP","SC","B","CP","004","FI","2"
"JP-SC-BC004","17","001",-144,-95,-137,0,0,0,0,"JP","SC","B","CP","004","FI","2"
"JP-SC-BC005","06","001",0,0,0,31.2,31.2,0,0,"JP","SC","B","CP","005","FI","2"
"JP-SC-BC005","07","001",-297,-260,-345,NA,NA,NA,NA,"JP","SC","B","CP","005","FI","2"
"JP-SC-BC005","08","001",0,-4,-1,NA,NA,NA,NA,"JP","SC","B","CP","005","FI","2"
"JP-SC-BC005","09","001",0,-4,0,NA,NA,NA,NA,"JP","SC","B","CP","005","FI","2"
"JP-SC-BC005","10","001",-1,-16,-17,0,0,0,0,"JP","SC","B","CP","005","FI","2"
"JP-SC-BC005","13","001",-58,-39,-54,NA,NA,NA,NA,"JP","SC","B","CP","005","FI","2"
"JP-SC-BC005","17","001",-239,-108,-143,0.4,0.4,0,0,"JP","SC","B","CP","005","FI","2"
"JP-SC-BC006","06","001",0,0,0,16,16,0,0,"JP","SC","B","CP","006","FI","1"
"JP-SC-BC006","07","001",-3473,-1860,-2186,NA,NA,NA,NA,"JP","SC","B","CP","006","FI","1"
"JP-SC-BC006","08","001",0,0,0,NA,NA,NA,NA,"JP","SC","B","CP","006","FI","1"
"JP-SC-BC006","09","001",-36,-22,-21,NA,NA,NA,NA,"JP","SC","B","CP","006","FI","1"
"JP-SC-BC006","10","001",-11,-11,-4,0,0,0,0,"JP","SC","B","CP","006","FI","1"
"JP-SC-BC006","13","001",-3,-7,0,NA,NA,NA,NA,"JP","SC","B","CP","006","FI","1"
"JP-SC-BC006","17","001",-22,-17,-21,3,3,0,0,"JP","SC","B","CP","006","FI","1"
"JP-SC-BC007","06","001",0,0,0,17.9,17.4,0.5,0,"JP","SC","B","CP","007","FI","2"
"JP-SC-BC007","07","001",-1674,-1212,-1041,NA,NA,NA,NA,"JP","SC","B","CP","007","FI","2"
"JP-SC-BC007","08","001",-7,-51,-20,NA,NA,NA,NA,"JP","SC","B","CP","007","FI","2"
"JP-SC-BC007","09","001",-70,-94,-78,NA,NA,NA,NA,"JP","SC","B","CP","007","FI","2"
"JP-SC-BC007","10","001",-99,-128,-126,0,0,0,0,"JP","SC","B","CP","007","FI","2"
"JP-SC-BC007","13","001",-224,-190,-229,NA,NA,NA,NA,"JP","SC","B","CP","007","FI","2"
"JP-SC-BC007","17","001",-649,-384,-491,0,0,0,0,"JP","SC","B","CP","007","FI","2"
"JP-SC-BC008","06","001",0,0,0,9.5,9.5,0,0,"JP","SC","B","CP","008","FI","2"
"JP-SC-BC008","07","001",-490,-727,-466,NA,NA,NA,NA,"JP","SC","B","CP","008","FI","2"
"JP-SC-BC008","08","001",-37,-26,-27,NA,NA,NA,NA,"JP","SC","B","CP","008","FI","2"
"JP-SC-BC008","09","001",-63,-39,-52,NA,NA,NA,NA,"JP","SC","B","CP","008","FI","2"
"JP-SC-BC008","10","001",-60,-39,-53,0,0,0,0,"JP","SC","B","CP","008","FI","2"
"JP-SC-BC008","13","001",62,45,62,NA,NA,NA,NA,"JP","SC","B","CP","008","FI","2"
"JP-SC-BC008","17","001",-153,-83,-113,0,0,0,0,"JP","SC","B","CP","008","FI","2"
"JP-SC-BC011","06","001",0,0,0,44.2,43.1,1.1,0,"JP","SC","B","CP","011","FI","3"
"JP-SC-BC011","07","001",381,252,249,NA,NA,NA,NA,"JP","SC","B","CP","011","FI","3"
"JP-SC-BC011","08","001",0,0,0,NA,NA,NA,NA,"JP","SC","B","CP","011","FI","3"
"JP-SC-BC011","09","001",0,0,0,NA,NA,NA,NA,"JP","SC","B","CP","011","FI","3"
"JP-SC-BC011","10","001",0,0,0,0,0,0,0,"JP","SC","B","CP","011","FI","3"
"JP-SC-BC011","13","001",0,0,0,NA,NA,NA,NA,"JP","SC","B","CP","011","FI","3"
"JP-SC-BC011","17","001",NA,NA,NA,1.2,1.2,0,0,"JP","SC","B","CP","011","FI","3"
"JP-SC-BC012","06","001",0,0,0,10.5,10.5,0,0,"JP","SC","B","CP","012","FI","1"
"JP-SC-BC012","07","001",6485,3173,3125,NA,NA,NA,NA,"JP","SC","B","CP","012","FI","1"
"JP-SC-BC012","08","001",0,0,0,NA,NA,NA,NA,"JP","SC","B","CP","012","FI","1"
"JP-SC-BC012","09","001",0,1,0,NA,NA,NA,NA,"JP","SC","B","CP","012","FI","1"
"JP-SC-BC012","10","001",0,8,9,0,0,0,0,"JP","SC","B","CP","012","FI","1"
"JP-SC-BC012","13","001",-236,-126,-150,NA,NA,NA,NA,"JP","SC","B","CP","012","FI","1"
"JP-SC-BC012","17","001",-623,-231,-321,0,0,0,0,"JP","SC","B","CP","012","FI","1"
"JP-SC-BC013","06","001",0,0,0,28.7,27.8,0.9,0,"JP","SC","B","CP","013","FI","3"
"JP-SC-BC013","07","001",-417,-425,-530,NA,NA,NA,NA,"JP","SC","B","CP","013","FI","3"
"JP-SC-BC013","08","001",-1,-8,-9,NA,NA,NA,NA,"JP","SC","B","CP","013","FI","3"
"JP-SC-BC013","09","001",-161,-127,-158,NA,NA,NA,NA,"JP","SC","B","CP","013","FI","3"
"JP-SC-BC013","10","001",-119,-149,-212,0,0,0,0,"JP","SC","B","CP","013","FI","3"
"JP-SC-BC013","13","001",-152,-93,-99,NA,NA,NA,NA,"JP","SC","B","CP","013","FI","3"
"JP-SC-BC013","17","001",-366,-302,-278,0.4,0.4,0,0,"JP","SC","B","CP","013","FI","3"
"JP-SC-BC014","06","001",0,0,0,23.6,23.6,0,0,"JP","SC","B","CP","014","FI","2"
"JP-SC-BC014","07","001",-2721,-1520,-1796,NA,NA,NA,NA,"JP","SC","B","CP","014","FI","2"
"JP-SC-BC014","08","001",-78,-36,-48,NA,NA,NA,NA,"JP","SC","B","CP","014","FI","2"
"JP-SC-BC014","09","001",-495,-223,-257,NA,NA,NA,NA,"JP","SC","B","CP","014","FI","2"
"JP-SC-BC014","10","001",-340,-181,-229,0,0,0,0,"JP","SC","B","CP","014","FI","2"
"JP-SC-BC014","13","001",-87,-107,-80,NA,NA,NA,NA,"JP","SC","B","CP","014","FI","2"
"JP-SC-BC014","17","001",-373,-186,-214,0.1,0.1,0,0,"JP","SC","B","CP","014","FI","2"
"JP-SC-BC015","06","001",0,0,0,4.5,4.5,0,0,"JP","SC","B","CP","015","FI","1"
"JP-SC-BC015","07","001",-2498,-1617,-1800,NA,NA,NA,NA,"JP","SC","B","CP","015","FI","1"
"JP-SC-BC015","08","001",0,-7,-6,NA,NA,NA,NA,"JP","SC","B","CP","015","FI","1"
"JP-SC-BC015","09","001",-321,-124,-154,NA,NA,NA,NA,"JP","SC","B","CP","015","FI","1"
"JP-SC-BC015","10","001",37,39,46,0,0,0,0,"JP","SC","B","CP","015","FI","1"
"JP-SC-BC015","13","001",-31,-43,-50,NA,NA,NA,NA,"JP","SC","B","CP","015","FI","1"
"JP-SC-BC015","17","001",-159,-128,-156,0,0,0,0,"JP","SC","B","CP","015","FI","1"
"JP-SC-BC016","06","001",0,0,0,24.2,24.2,0,0,"JP","SC","B","CP","016","FI","1"
"JP-SC-BC016","07","001",-4682,-2380,-2372,NA,NA,NA,NA,"JP","SC","B","CP","016","FI","1"
